raw_comment,tokenized_comment,label
Everyone talking about the disadvantages of the new farm bill but they couldn't say what's wrong in it and what solutions they have in this regard.,everyone talk about the disadvantage of the new farm bill but they could not say what be wrong in it and what solution they have in this regard,1
"It's not one sighted police is doing their job, farmers are not doing their job.",it be not one sighted police be do their job farmer be not do their job,1
Our PM cannot pull such crowd any time but farmer's unity for justice has broken the record.,our pm can not pull such crowd any time but farmer be unity for justice have break the record,0
6:03 this here is the middleman that eats up a huge profit margin of farmers. Govt tried to remove this middleman system and allow farmer to get in a contract directly with an MNC and get paid accordingly. This was going to be privatisation of Agriculture in India. ,6 03 this here be the middleman that eat up a huge profit margin of farmer govt try to remove this middleman system and allow farmer to get in a contract directly with an mnc and get pay accordingly this be go to be privatisation of agriculture in india,1
In India everybody wants change but nobody wanna change. If farm law enacted might help them but they rejected it completely. How can you expect different result by doing same thing. In Bihar aurangabad Dabur taking honey from farmers selling it under their brand. Paying them on time. What wrong in ,in india everybody want change but nobody wan na change if farm law enact might help them but they reject it completely how can you expect different result by do same thing in bihar aurangabad dabur take honey from farmer sell it under their brand pay them on time what wrong in,1
One reason for farmer protest is manipulation of farmers by middle men cause farmers in India  are illiterate and middle man will suffer huge losses,one reason for farmer protest be manipulation of farmer by middle men cause farmer in india be illiterate and middle man will suffer huge loss,1
sad situation for our farmers.we r alive cos of the respected farmers.,sad situation for our farmer we r alive co of the respected farmer,0
These farm bills will destroy this middleman system and corporates will take over this sector in big way .,these farm bill will destroy this middleman system and corporates will take over this sector in big way,1
Modi ji ki beard kam hui wese hi petrol price or attitude bhi kam ho gya.. he is good pm but can be best if he takes care of indian economy and people more properly.. ,modi ji ki beard kam hui wese hi petrol price or attitude bhi kam ho gya he be good pm but can be best if he take care of indian economy and people more properly,1
"Gooooooooo the farmer's, its time to stand for your rights... untill you take it back...",gooooooooo the farmer be it time to stand for your right untill you take it back,0
"Thank you, Modi Ji. We welcome your decision.",thank you modi ji we welcome your decision,1
       Singh is king (No farmers no Food),singh be king no farmer no food,0
"Masterstroke by Modi ji, proud on Honrable prime minister .",masterstroke by modi ji proud on honrable prime minister,1
"2. The Mandiwalas will anyway benefit, either thru Mandis/APMCs. The mandiwala cum farmer will enjoy the best advantages and they will even team up with the Corporates against whom they are protesting(no friend or enemy in making money together!)",2 the mandiwalas will anyway benefit either thru mandis apmcs the mandiwala cum farmer will enjoy the best advantage and they will even team up with the corporates against whom they be protest no friend or enemy in make money together,1
2. REFORMS SHOULD SUPPORT FARMERS NOT THE CORPORATES ,2 reform should support farmer not the corporates,0
APMC Mandis will continue to work,apmc mandis will continue to work,1
Why is no you tuber giving personal numbers of farmers after they interview farmers so the people who are watching from overseas countries can call them and talk with them and help them with whatever they can ..there are a lot of people out here who feel for the farmers of India but have responsibil,why be no you tuber give personal number of farmer after they interview farmer so the people who be watch from overseas country can call them and talk with them and help them with whatever they can there be a lot of people out here who feel for the farmer of india but have responsibil,0
"Modi already said bill is not forced it's Choice,it's set back for kissan and Victory of middle men of Punjab.Time will speak.",modi already say bill be not force it be choice it be set back for kissan and victory of middle men of punjab time will speak,1
"Thank you so much Farmers of our country, for not losing your dignity and self respect...",thank you so much farmer of our country for not lose your dignity and self respect,0
9:50 That's not boosting the farmer's income. It's boosting the middle man's income.,9 50 that be not boost the farmer be income it be boost the middle man be income,1
"I saw this video in october- Nov period first, and still now it is same. Where is clause that if rain or whatever be reason crop is destroyed, contract maker still needs to pay to farmer?? Where is analysis of current model where in rich Arthiyas buy cheap and sell at higher price? Again land is not",i saw this video in october nov period first and still now it be same where be clause that if rain or whatever be reason crop be destroy contract maker still need to pay to farmer where be analysis of current model where in rich arthiyas buy cheap and sell at high price again land be not,0
Such an wonderful explanation !  I am amazed by hearing the data though !! Farmers are really in a very bad shape. Hope they will get themselves empowered someday and than only can match an eye with these bills or so called acts!!,such an wonderful explanation i be amaze by hear the data though farmer be really in a very bad shape hope they will get themselves empower someday and than only can match an eye with these bill or so called act,0
The actual farmers are working in the field....and contributing to the nation,the actual farmer be work in the field and contribute to the nation,1
Aisa act kis kaam ka jo ki small farmers ke issues ko consider nahi karta....Small farmers are in dilemma and fear as they were earlier.,aisa act kis kaam ka jo ki small farmer ke issue ko consider nahi karta small farmer be in dilemma and fear a they be early,0
"5. Online GPS network for all government and private warehouses with transparent capacities, costs and facilities like nitrogen chambers and dehumidifiers. Here also every farmer can put a price tag including warehousing fees for off-seasonal revenues.",5 online gps network for all government and private warehouse with transparent capacity cost and facility like nitrogen chamber and dehumidifiers here also every farmer can put a price tag include warehouse fee for off seasonal revenue,1
No farmers no food !!! Thank you god for this win.,no farmer no food thank you god for this win,0
Repealing these law is loss for india especially small farmers. This is regressive step.  Few farmers from one state doesn't mean every farmer don't want it. Don't do it Modi ji,repeal these law be loss for india especially small farmer this be regressive step few farmer from one state do not mean every farmer do not want it do not do it modi ji,1
"This episode is poorly done and without facts.  The intention is to help farmers and cut the middlemen from trading. Please do better research next time. Rihanna, Greta are just using this for publicity, bunch of selfish people.",this episode be poorly do and without fact the intention be to help farmer and cut the middleman from trading please do good research next time rihanna greta be just use this for publicity bunch of selfish people,1
"Love your videos in general, but this one fails to address the key question that it itself raises...How can you justify MSPs for produce that India has in such large surplus? The answer is you can't, the free market in the end is the best known mechanism to bring prices to the reality of the true wo",love your video in general but this one fail to address the key question that it itself raise how can you justify msps for produce that india have in such large surplus the answer be you can not the free market in the end be the best known mechanism to bring price to the reality of the true wo,1
IMF and World Bank says we need to move our farmers from agricultural sector and put them in industrial sector that's what the farm bills would have done also,imf and world bank say we need to move our farmer from agricultural sector and put them in industrial sector that be what the farm bill would have do also,1
I am with farmers. They are absolutely right and sensible. Look at that arrogant policeman and want to declare its riots created by farmers. It is sheer politics.,i be with farmer they be absolutely right and sensible look at that arrogant policeman and want to declare it riot create by farmer it be sheer politics,0
Yahi farmers ne 26 January ko Delhi me police walo par tractor chaleya the tab oppositions kha the?,yahi farmer ne 26 january ko delhi me police walo par tractor chaleya the tab opposition kha the,1
Farmers were demanding this for a long time. Some donkeys are misleading farmers. Most people agitating are jageeradar or comrades,farmer be demand this for a long time some donkey be mislead farmer most people agitate be jageeradar or comrade,1
But the govt clarified that msp won't be affected so irrespective of the farmers cultivation cost he is still eligible for msp even outside the state,but the govt clarify that msp will not be affect so irrespective of the farmer cultivation cost he be still eligible for msp even outside the state,1
"As I am researching on this yet I feel both things were not that effective all of them have flaws ,maybe ist one is effective in 1960 but this is 2021 and farmers were in bad conditions and there is a need of a something new.",a i be research on this yet i feel both thing be not that effective all of them have flaw maybe ist one be effective in 1960 but this be 2021 and farmer be in bad condition and there be a need of a something new,1
"Thirdly, there is no bar on farmers to sell his crop anywhere in India. Practically it is the trader who can buy more quantity of crops and sell it in other states",thirdly there be no bar on farmer to sell his crop anywhere in india practically it be the trader who can buy more quantity of crop and sell it in other state,1
"I see some rational people who understood the fact that these laws were indeed important to bring reforms in Farming sector , where were you , if we were united and fought against political forces this wouldn't have happened",i see some rational people who understand the fact that these law be indeed important to bring reform in farm sector where be you if we be united and fought against political force this would not have happen,1
Why our govt is doing this to our farmers,why our govt be do this to our farmer,0
I m support of bill,i m support of bill,1
"Let NIHANG out of farmer,s protest. They are supporter of Khalistan",let nihang out of farmer s protest they be supporter of khalistan,1
"Can someone explain why farmers from only two states in Indian are protesting, while the other states haven't even voiced anything against the new law.",can someone explain why farmer from only two state in indian be protest while the other state have not even voice anything against the new law,1
2.Farmers are uneducated to understand the clauses inagreement ,2 farmer be uneducated to understand the clause inagreement,1
"1. Farmer has to pay tax to APMC (before these reforms), whether he sells to APMC or to any other.",1 farmer have to pay tax to apmc before these reform whether he sell to apmc or to any other,1
Yes that's why farmers won...,yes that be why farmer win,0
"Regulation my foot. In India, you have to be rich to get justice. Farmers cannot go back to Courts and fight the corporates the same way Drivers could not protest or file case against ola/uber.",regulation my foot in india you have to be rich to get justice farmer can not go back to court and fight the corporates the same way driver could not protest or file case against ola uber,0
The MSP also has same problem.If supply increases and cost of priduction equals MSP then farmer is finished. Contract prices however protects downside.Contract buys at pre-agreed prices even if prices fall that season.Why this is left out? Small farmers will shift to contract farmi8ng when they see ,the msp also have same problem if supply increase and cost of priduction equal msp then farmer be finish contract price however protects downside contract buy at pre agree price even if price fall that season why this be leave out small farmer will shift to contract farmi8ng when they see,1
No farmers no food ,no farmer no food,0
Witnessing Greatest Farmer Protest Ever in the World!!!,witness great farmer protest ever in the world,0
Food without farmer,food without farmer,0
